Attribute_Name,Code_Value,Code Description,Entity Type_Name,
MAR_COUNT_TYPE,OBSVNS,"Observations (for measuring other organisms such as Protozoa, Algae, Nematodes, Rotifers, Crustaceans, Insects).
",CDS_SAMPLE_RESULT,
MAR_COUNT_TYPE,OCYSTSC,"Oocysts, calculated (for Cryptosporidium)
",CDS_SAMPLE_RESULT,
MAR_COUNT_TYPE,OCYSTSO,"Oocysts, observed (for Cryptosporidium)
",CDS_SAMPLE_RESULT,
MAR_COUNT_TYPE,PFU,"Plaque forming units per 100ml
",CDS_SAMPLE_RESULT,
MAR_COUNT_TYPE,TUBES,"using Multiple Tube Method
",CDS_SAMPLE_RESULT,
MAR_COUNT_UOM_CODE,100GAL,"100 gallons
",CDS_SAMPLE_RESULT,
MAR_COUNT_UOM_CODE,100L,"100 liters
",CDS_SAMPLE_RESULT,
MAR_COUNT_UOM_CODE,100ML,"100 milliliters
",CDS_SAMPLE_RESULT,
MAR_COUNT_UOM_CODE,10ML,"10 milliliters
",CDS_SAMPLE_RESULT,
MAR_COUNT_UOM_CODE,1ML,"1 milliliter
",CDS_SAMPLE_RESULT,
MAR_COUNT_UOM_CODE,400GAL,"400 gallons
",CDS_SAMPLE_RESULT,
MAR_COUNT_UOM_CODE,400ML,"400 milliliters
",CDS_SAMPLE_RESULT,
MAR_COUNT_UOM_CODE,500ML,"500 milliliters
",CDS_SAMPLE_RESULT,
MAR_COUNT_UOM_CODE,5ML,"5 milliliters
",CDS_SAMPLE_RESULT,
MAR_COUNT_UOM_CODE,FLD100,"Field at 100 Power (used in conjunction with measuring numbers of Observations)
",CDS_SAMPLE_RESULT,
MAR_COUNT_UOM_CODE,GAL,"Gallons
",CDS_SAMPLE_RESULT,
MAR_COUNT_UOM_CODE,LITER,"Liters
",CDS_SAMPLE_RESULT,
MAR_COUNT_UOM_CODE,ML,"Milliliters
",CDS_SAMPLE_RESULT,
MAR_COUNT_UOM_CODE,SAMP VOL,"Sample Volume
",CDS_SAMPLE_RESULT,
MAR_COUNT_UOM_CODE,SLIDE,"Slide
",CDS_SAMPLE_RESULT,
MAR_PRESENECE_INDICATOR_CODE,A,"Microbes absent
",CDS_SAMPLE_RESULT,
MAR_PRESENECE_INDICATOR_CODE,P,"Microbes present
",CDS_SAMPLE_RESULT,
MCL_COMPLIANCE_METHOD,MPA,"Monitoring Period Average
",ANALYTE_LEVEL_RULE_ASGMT,
MCL_COMPLIANCE_METHOD,MPA,"Monitoring Period Average
",MONITORING_PERIOD_AVERAGE,
MCL_COMPLIANCE_METHOD,RAA,"Running Annual Average
",ANALYTE_LEVEL_RULE_ASGMT,
MCL_COMPLIANCE_METHOD,RAA,"Running Annual Average
",MONITORING_PERIOD_AVERAGE,
MCL_VIOLATED_UOM_CODE,%LUM,"Percent of luminance--(for measuring color)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,%PUR,"Percent of purity--(for measuring color)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,ADMIU,"American Dye Manufacturers Institute units -- (for measuring color)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,AGGR,"Aggressive Index (for Corrosivity)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,C,"Degrees Celsius
",VIOLATION,
MCL_VIOLATED_UOM_CODE,CM-1,"Total absorbance for ultraviolet light (a disinfectant)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,COL/100ML,"Colonies per 100/ML
",VIOLATION,
MCL_VIOLATED_UOM_CODE,CT,"Contact Time (a disinfectant)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,CU,"Color Units (for color)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,F,"Degrees Fahrenheit
",VIOLATION,
MCL_VIOLATED_UOM_CODE,FTU,"Flavor Threshold Units (FTU) (for measuring Taste and Odor)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,L/MG-CM,"Liter per Milligram-Centimeter
",VIOLATION,
MCL_VIOLATED_UOM_CODE,L/MG-M,"Liter per Milligram-Meter
",VIOLATION,
MCL_VIOLATED_UOM_CODE,LANG,"Langelier Index (for measuring Corrosivity)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,LBS/CFT,"Pounds per cubic foot (for measuring density)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,LBS/GAL,"Pounds per gallon (for measuring density)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,MFL,"Millions of fibers per liter (MFL) (for measuring asbestos)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,MG/L,"Milligrams per liter; AKA Parts Per Million (ppm).  Also a measure of disinfectant concentration.
",VIOLATION,
MCL_VIOLATED_UOM_CODE,MREM,"Millirems
",VIOLATION,
MCL_VIOLATED_UOM_CODE,MREMY,"Millirems per year
",VIOLATION,
MCL_VIOLATED_UOM_CODE,NG/L,"Nanograms per liter; AKA Parts per trillion (ppt)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,NM,"Nanometers -- to measure color wave length
",VIOLATION,
MCL_VIOLATED_UOM_CODE,NTU,"Nephlometric Turbidity Units
",VIOLATION,
MCL_VIOLATED_UOM_CODE,OBSVNS,"Observations/field at 100 power
",VIOLATION,
MCL_VIOLATED_UOM_CODE,PCI/L,"Picocuries per liter
",VIOLATION,
MCL_VIOLATED_UOM_CODE,PH,"pH units (Parts Hydrogen - pH (0 - 14))
",VIOLATION,
MCL_VIOLATED_UOM_CODE,RATIO,"Ratio
",VIOLATION,
MCL_VIOLATED_UOM_CODE,SU,"Standard Units (for Color)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,TON,"Threshold Odor Number (for odor)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,UG/L,"Micrograms per liter; AKA Parts per Billion (ppb)
",VIOLATION,
MCL_VIOLATED_UOM_CODE,UMHO/CM,"Measurement unit for measuring Conductivity
",VIOLATION,
MDBP_SUMMARY_CHECK_FLAG,N,"No
",FACILITY_ANALYTE_LEVEL,
MDBP_SUMMARY_CHECK_FLAG,Y,"Yes
",FACILITY_ANALYTE_LEVEL,
MEASURE_LEVEL_TYPE_CODE,MRDG,"Maximum Residual Disinfectant Level Goal
",ANALYTE_LEVEL_RULE_ASGMT,
MEASURE_LEVEL_TYPE_CODE,MRDL,"Maximum Residual Disinfectant Level
",ANALYTE_LEVEL_RULE_ASGMT,
MEASURE_LEVEL_TYPE_CODE,PLR,"Performance Level Requirement, also known as Treatment Technique level, performance standard, quasi-mcl.  This is the minimum or maximum acceptable range of a particular chemical, e.g. minimum chlorine residual.  SWTR
",ANALYTE_LEVEL_RULE_ASGMT,
MEASURE_LEVEL_TYPE_CODE,PQL,"Practical Quantitative Level - Nationally established measuring level that represents the lowest level laboratories can consistently and reliably resolve for a given analyte.

Source: SBS JAD",ANALYTE_LEVEL_RULE_ASGMT,
MEASURE_LEVEL_TYPE_CODE,RMDL,"Regulated Minimum Detection Limit -- the limit established by a Rule for an analyte.
",ANALYTE_LEVEL_RULE_ASGMT,
MEASURE_UOM_CODE,ACF,"Acre Feet
",WSF_MEASURE,
MEASURE_UOM_CODE,ACF,"Acre Feet
",TREATMENT_UNIT_MEASURE,
MEASURE_UOM_CODE,ACF,"Acre Feet
",WS_MEASURE,
MEASURE_UOM_CODE,CC,"Cubic Centimeters
",WSF_MEASURE,
MEASURE_UOM_CODE,CC,"Cubic Centimeters
",TREATMENT_UNIT_MEASURE,
MEASURE_UOM_CODE,CC,"Cubic Centimeters
",WS_MEASURE,
MEASURE_UOM_CODE,CFT,"Cubic Feet
",WSF_MEASURE,
MEASURE_UOM_CODE,CFT,"Cubic Feet
",TREATMENT_UNIT_MEASURE,
MEASURE_UOM_CODE,CFT,"Cubic Feet
",WS_MEASURE,
MEASURE_UOM_CODE,FT,"Feet
",WSF_MEASURE,
MEASURE_UOM_CODE,FT,"Feet
",TREATMENT_UNIT_MEASURE,
MEASURE_UOM_CODE,FT,"Feet
",WS_MEASURE,
MEASURE_UOM_CODE,GAL,"Gallons
",WSF_MEASURE,
MEASURE_UOM_CODE,GAL,"Gallons
",TREATMENT_UNIT_MEASURE,
MEASURE_UOM_CODE,GAL,"Gallons
",WS_MEASURE,
MEASURE_UOM_CODE,HRS,"Hours
",WSF_MEASURE,
MEASURE_UOM_CODE,HRS,"Hours
",TREATMENT_UNIT_MEASURE,
MEASURE_UOM_CODE,HRS,"Hours
",WS_MEASURE,
MEASURE_UOM_CODE,IN,"Inches
",WSF_MEASURE,
MEASURE_UOM_CODE,IN,"Inches
",TREATMENT_UNIT_MEASURE,
MEASURE_UOM_CODE,IN,"Inches
",WS_MEASURE,
MEASURE_UOM_CODE,MIL,"Miles
",WSF_MEASURE,
MEASURE_UOM_CODE,MIL,"Miles
",TREATMENT_UNIT_MEASURE,
MEASURE_UOM_CODE,MIL,"Miles
",WS_MEASURE,
MEASURE_UOM_CODE,MIN,"Minutes
",WSF_MEASURE,
MEASURE_UOM_CODE,MIN,"Minutes
",TREATMENT_UNIT_MEASURE,
MEASURE_UOM_CODE,MIN,"Minutes
",WS_MEASURE,
MEASURE_UOM_CODE,MML,"Mg*Min/L
",WSF_MEASURE,
MEASURE_UOM_CODE,MML,"Mg*Min/L
",TREATMENT_UNIT_MEASURE,
MEASURE_UOM_CODE,MML,"Mg*Min/L
",WS_MEASURE,
MEASURE_UOM_CODE,SEC,"Seconds
",WSF_MEASURE,
MEASURE_UOM_CODE,SEC,"Seconds
",TREATMENT_UNIT_MEASURE,
MEASURE_UOM_CODE,SEC,"Seconds
",WS_MEASURE,
MEASURE_UOM_CODE,YD,"Yards
",WSF_MEASURE,
MEASURE_UOM_CODE,YD,"Yards
",TREATMENT_UNIT_MEASURE,
MEASURE_UOM_CODE,YD,"Yards
",WS_MEASURE,
METER_TYPE_CODE,ME,"Metered
",SERVICE_CONNECTION_CATEGORY,
METER_TYPE_CODE,MU,"Metered and Unmetered
",SERVICE_CONNECTION_CATEGORY,
METER_TYPE_CODE,UM,"Unmetered
",SERVICE_CONNECTION_CATEGORY,
METER_TYPE_CODE,UN,"Unknown
",SERVICE_CONNECTION_CATEGORY,
MICRO_RSLT_INDICATOR,N,"No
",SAMPLE_ANALYTICAL_RESULT,
MICRO_RSLT_INDICATOR,Y,"Yes
",SAMPLE_ANALYTICAL_RESULT,
MICROBE_UOM_CODE,1,"1 liter
",SAMPLE,
MICROBE_UOM_CODE,100,"100 milliliters
",SAMPLE,
MICROBE_UOM_CODE,300,"300 milliliters
",SAMPLE,
MICROBE_UOM_CODE,400,"400 milliliters
",SAMPLE,
MICROBE_UOM_CODE,500,"500 milliliters
",SAMPLE,
MINIMUM_REPETITION_UNIT_CODE,DL,"Daily
",MONITORING_REQUIREMNT,
MINIMUM_REPETITION_UNIT_CODE,HR,"Hourly
",MONITORING_REQUIREMNT,
MINIMUM_REPETITION_UNIT_CODE,MN,"Monthly
",MONITORING_REQUIREMNT,
MINIMUM_REPETITION_UNIT_CODE,QT,"Quarterly
",MONITORING_REQUIREMNT,
MINIMUM_REPETITION_UNIT_CODE,WK,"Weekly
",MONITORING_REQUIREMNT,
MINIMUM_REPETITION_UNIT_CODE,YR,"Yearly
",MONITORING_REQUIREMNT,
MNR_SAMPLE_COUNT_UNIT_CODE,10Y,"Every 10 years
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,18M,"Every 18 months
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,1T,"one time
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,2M,"Every 2 Months
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,2W,"Every 2 Weeks
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,2Y,"Every 2 years
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,3Y,"Every 3 years
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,4H,"Every 4 hours
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,4Y,"Every 4 years
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,5Y,"Every 5 years
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,6M,"Every 6 months
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,6Y,"Every 6 years
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,7Y,"Every 7 years
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,8Y,"Every 8 years
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,9Y,"Every 9 years
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,DL,"1 Day
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,HR,"1 Hour
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,MN,"Monthly
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,QT,"Quarterly
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,WK,"Weekly
",CDS_REPORT_LOG,
MNR_SAMPLE_COUNT_UNIT_CODE,YR,"Yearly
",CDS_REPORT_LOG,
MNR_SAMPLE_TYPE_CODE,CO,"Confirmation - Sample taken to confirm a previous sample analytical result.  The sample is taken at the same location as the earlier sample. This is sometimes known as a ""check sample"".
",CDS_REPORT_LOG,
MNR_SAMPLE_TYPE_CODE,FE,"
",CDS_REPORT_LOG,
MNR_SAMPLE_TYPE_CODE,FR,"
",CDS_REPORT_LOG,
MNR_SAMPLE_TYPE_CODE,OT,"Other
",CDS_REPORT_LOG,
MNR_SAMPLE_TYPE_CODE,RA,"Re-analysis of sample for same or different analyte.
",CDS_REPORT_LOG,
MNR_SAMPLE_TYPE_CODE,RP,"Repeat or Check - Sample collected following an exceedance in routine a sample.
",CDS_REPORT_LOG,
MNR_SAMPLE_TYPE_CODE,RT,"Routine - A regularly scheduled sample which is collected to satisfy a monitoring requirement.
",CDS_REPORT_LOG,
MNR_SAMPLE_TYPE_CODE,SP,"Special - Sample collected for purposes other than compliance determination or to satisfy a monitoring requirement.
",CDS_REPORT_LOG,
MNR_SAMPLE_TYPE_CODE,TR,"Temporary Routine
",CDS_REPORT_LOG,
MONITORING_ASSESSMENT_FLAG,,"Monitoring  assessment not yet determined - Sample schedule has never been assessed by the Sample Schedule Monitoring Assessment Process.  This will be the value for newly created Sample Schedules and all Sample Schedules prior to the first time CDS Setup is run.
",SAMPLE_SCHEDULE,
MONITORING_ASSESSMENT_FLAG,A,"Schedule has been assessed and is a candidate for Increased/Decreased monitoring, but the user has elected for it not to show on future reports.  If any circumstances change that trigger reassessment, (i.e.
 modified results, sample schedules, or monitoring periods) the schedule will be reassessed the next time that CDS Setup is run.",SAMPLE_SCHEDULE,
MONITORING_ASSESSMENT_FLAG,D,"Decreased - Sample Schedule was evaluated and was determined to be a candidate for decreased monitoring with an unspecified frequency.
",SAMPLE_SCHEDULE,
MONITORING_ASSESSMENT_FLAG,D3,"Decrease to every 3 years - Sample schedule was evaluated and was determined to be a candidate to be decreased to a once every 3 years monitoring frequency.
",SAMPLE_SCHEDULE,
MONITORING_ASSESSMENT_FLAG,D6,"Decrease to every 6 years - Sample schedule was evaluated and was determined to be a candidate to be decreased to a once every 6 years monitoring frequency.
",SAMPLE_SCHEDULE,
MONITORING_ASSESSMENT_FLAG,D9,"Decrease to every 9 years - Sample schedule was evaluated and was determined to be a candidate to be decreased to a once every 9 years monitoring frequency.
",SAMPLE_SCHEDULE,
MONITORING_ASSESSMENT_FLAG,I,"Increased - Sample Schedule was evaluated and was determined to be a candidate for increased monitoring.
",SAMPLE_SCHEDULE,
MONITORING_ASSESSMENT_FLAG,N,"Sample Schedule cannot be assessed because no RCB, TRL, MCL and/or ACL is defined for the analyte referenced by the Sample Schedule (through Monitoring Requirement).
",SAMPLE_SCHEDULE,
MONITORING_ASSESSMENT_FLAG,P,"Sample Schedule was evalutaed and was determined to be a candidate to switch from indicator monitoring to principal contaminant monitoring.
",SAMPLE_SCHEDULE,
MONITORING_ASSESSMENT_FLAG,S,"Same - Sample Schedule has been evaluated and does not qualify as a candidate for either increased or decreased monitoring

",SAMPLE_SCHEDULE,
MONITORING_ASSESSMENT_FLAG,X,"Schedule has been assessed and user has elected for it not to show on future reports.  If the user has marked the Schedule's Monitoring Assessment Flag with X, the schedule  will not be reassessed when CDS Setup executes.
",SAMPLE_SCHEDULE,
MP_MONITORING_PERIOD_TYPE_CODE,10Y,"Every 10 years
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,1T,"one time
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,2Y,"Every 2 years
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,3Y,"Every 3 Years
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,4H,"every 4 Hours
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,4Y,"Every 4 Years
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,5Y,"Every 5 years
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,6M,"every 6 Months
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,6Y,"Every 6 years
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,7Y,"Every 7 years
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,8Y,"Every 8 years
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,9Y,"Every 9 Years
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,DL,"Daily
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,HR,"Hourly
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,MN,"Monthly
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,NA,"Not Applicable - No Mon
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,QT,"Quarterly
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,WK,"Weekly
",CDS_REPORT_LOG,
MP_MONITORING_PERIOD_TYPE_CODE,YR,"Yearly
",CDS_REPORT_LOG,
MPAVG_MCL_COMPLIANCE_METHOD,MPA,"Monitoring Period Average
",CDS_MONITORING_PERIOD_AVERAGE,
MPAVG_MCL_COMPLIANCE_METHOD,RAA,"Running Annual Average
",CDS_MONITORING_PERIOD_AVERAGE,
MR_COMPLIANCE_INDICATOR,NMJ,"No - M&R compliance not met resulting in a Major violation
",MDBP_SUMMARY,
MR_COMPLIANCE_INDICATOR,NMN,"No - M&R compliance not met resulting in a Minor violation
",MDBP_SUMMARY,
MR_COMPLIANCE_INDICATOR,YES,"Yes - M&R compliance was met
",MDBP_SUMMARY,
NON_PIPED_FACILITY_TYPE_CODE,BL,"Bulk
",WATER_SYSTEM_FACILITY,
NON_PIPED_FACILITY_TYPE_CODE,BT,"Bottled
",WATER_SYSTEM_FACILITY,
NON_PIPED_FACILITY_TYPE_CODE,RT,"Retail
",WATER_SYSTEM_FACILITY,
NON_PIPED_FACILITY_TYPE_CODE,VN,"Vended
",WATER_SYSTEM_FACILITY,
OBS_D_GENERATED_ID_SOURCE_CODE,T,"Treatment generated ID 
",DEVIATION,
OBS_D_GENERATED_ID_SOURCE_CODE,X,"Variance/Exemption generated ID  
",DEVIATION,
ON_RIVER_REACH_INDICATOR_CODE,N,"Implies that the source of water (or surface source intake) is not located on a defined river reach, but instead, is located within the area drained by the river reach.
",WATER_SYSTEM_FACILITY,
ON_RIVER_REACH_INDICATOR_CODE,Y,"Implies that a surface source intake is located on a defined river reach.
",WATER_SYSTEM_FACILITY,
OPEN_PARENTHESIS_CODE,(,"An open parenthesis immediately preceeds the related monitoring condition, when sequentially processing all monitoring conditions that qualify a monitoring requirement.
",MONITORING_REQMT_CONDITION_ASGMT,
OWNER_TYPE_CODE,F,"Federal Government
",WATER_SYSTEM_HISTORY,
OWNER_TYPE_CODE,F,"Federal Government
",WATER_SYSTEM,
OWNER_TYPE_CODE,L,"Local Government
",WATER_SYSTEM_HISTORY,
OWNER_TYPE_CODE,L,"Local Government
",WATER_SYSTEM,
OWNER_TYPE_CODE,M,"Mixed Public/Private
",WATER_SYSTEM_HISTORY,
OWNER_TYPE_CODE,M,"Mixed Public/Private
",WATER_SYSTEM,
OWNER_TYPE_CODE,N,"Native American
",WATER_SYSTEM_HISTORY,
OWNER_TYPE_CODE,N,"Native American
",WATER_SYSTEM,
OWNER_TYPE_CODE,P,"Private
",WATER_SYSTEM_HISTORY,
OWNER_TYPE_CODE,P,"Private
",WATER_SYSTEM,
OWNER_TYPE_CODE,S,"State Government
",WATER_SYSTEM_HISTORY,
OWNER_TYPE_CODE,S,"State Government
",WATER_SYSTEM,
PRESENCE_INDICATOR_CODE,A,"Microbes absent
",MICROBIAL_ANALYTICAL_RESULT,
PRESENCE_INDICATOR_CODE,P,"Microbes present
",MICROBIAL_ANALYTICAL_RESULT,
PRIMARY_INDICATOR_CODE,N,"No
",WATER_SYSTEM_SERVICE_AREA_ASGMT,
PRIMARY_INDICATOR_CODE,N,"No
",WATER_SYSTEM_GEO_AREA_ASGMT,
PRIMARY_INDICATOR_CODE,Y,"Yes
",WATER_SYSTEM_SERVICE_AREA_ASGMT,
PRIMARY_INDICATOR_CODE,Y,"Yes
",WATER_SYSTEM_GEO_AREA_ASGMT,
PRIMARY_TREATMENT_INDICATOR_CODE,N,"No
",D_VALID_TREAT_OBJ_PROC_ASGMT,
PRIMARY_TREATMENT_INDICATOR_CODE,N,"No
",TREATMENT_OBJ_PROCESS_ASGMT,
PRIMARY_TREATMENT_INDICATOR_CODE,Y,"Yes
",D_VALID_TREAT_OBJ_PROC_ASGMT,
PRIMARY_TREATMENT_INDICATOR_CODE,Y,"Yes
",TREATMENT_OBJ_PROCESS_ASGMT,
PRINCIPAL_INDICATOR_CODE,N,"No
",WATER_SYSTEM_GEO_AREA_ASGMT,
PRINCIPAL_INDICATOR_CODE,Y,"Yes
",WATER_SYSTEM_GEO_AREA_ASGMT,
PROCESS_PHASE_INDICATOR_CODE,A,"After
",SAMPLING_POINT,
PROCESS_PHASE_INDICATOR_CODE,B,"Before
",SAMPLING_POINT,
PROCESS_PHASE_INDICATOR_CODE,D,"During
",SAMPLING_POINT,
Q1_IFT_MONITORED_INDICATOR,N,"No - Each filter was not monitored continuously
",MDBP_SUMMARY,
Q1_IFT_MONITORED_INDICATOR,Y,"Yes - Each filter was monitored continuously
",MDBP_SUMMARY,
Q2_IFT_RECORDED_INDICATOR,N,"No - Each filter was not recorded every 15 minutes
",MDBP_SUMMARY,
Q2_IFT_RECORDED_INDICATOR,Y,"Yes - Each filter was recorded every 15 minutes
",MDBP_SUMMARY,
Q3_IFT_EQUIPMENT_INDICATOR,N,"No - there was no failure of the continuously monitoring equipment.
",MDBP_SUMMARY,
Q3_IFT_EQUIPMENT_INDICATOR,Y,"Yes - there was a failure of the continuously monitoring equipment.
",MDBP_SUMMARY,
Q4_IFT_GREATER_1_0_INDICATOR,N,"No -  IFT level was not greater than 1.0 NTU in two consecutive measurements.
",MDBP_SUMMARY,
Q4_IFT_GREATER_1_0_INDICATOR,Y,"Yes -  IFT level was greater than 1.0 NTU in two consecutive measurements.
",MDBP_SUMMARY,
Q5_IFT_GREATER_0_5_INDICATOR,N,"No -  IFT level was not greater than 0.5 NTU in two consecutive measurements after on line for more than four hours.
",MDBP_SUMMARY,
Q5_IFT_GREATER_0_5_INDICATOR,Y,"Yes -  IFT level was greater than 0.5 NTU in two consecutive measurements after on line for more than four hours.
",MDBP_SUMMARY,
Q6_IFT_GREATER_1_DUR_3_MON_IND,N,"No -  IFT level was not greater than   1.0 NTU in two consecutive measurements in three consecutive months.
",MDBP_SUMMARY,
Q6_IFT_GREATER_1_DUR_3_MON_IND,Y,"Yes -  IFT level was greater than  1.0 NTU in two consecutive measurements in three consecutive months.
",MDBP_SUMMARY,
Q7_IFT_GREATER_2_0_DUR_2_MON_IND,N,"No -  IFT level was not greater than 2.0 NTU in two consecutive measurements in two consecutive months.
",MDBP_SUMMARY,
Q7_IFT_GREATER_2_0_DUR_2_MON_IND,Y,"Yes -  IFT level was greater than 2.0 NTU in two consecutive measurements in two consecutive months.
",MDBP_SUMMARY,
QTR_QTR_QTR_QTR_SECTION_CODE,NE,"Northeast Quarter
",CADASTRAL_LEGAL_DESCRIPTION,
QTR_QTR_QTR_QTR_SECTION_CODE,NW,"Northwest Quarter
",CADASTRAL_LEGAL_DESCRIPTION,
QTR_QTR_QTR_QTR_SECTION_CODE,SE,"Southeast Quarter
",CADASTRAL_LEGAL_DESCRIPTION,
QTR_QTR_QTR_QTR_SECTION_CODE,SW,"Southwest Quarter
",CADASTRAL_LEGAL_DESCRIPTION,
QUARTER_QUARTER_QTR_SCTN_CODE,NE,"Northeast Quarter
",CADASTRAL_LEGAL_DESCRIPTION,
QUARTER_QUARTER_QTR_SCTN_CODE,NW,"Northwest Quarter
",CADASTRAL_LEGAL_DESCRIPTION,
QUARTER_QUARTER_QTR_SCTN_CODE,SE,"Southeast Quarter
",CADASTRAL_LEGAL_DESCRIPTION,
QUARTER_QUARTER_QTR_SCTN_CODE,SW,"Southwest Quarter
",CADASTRAL_LEGAL_DESCRIPTION,
QUARTER_QUARTER_SECTION_CODE,NE,"Northeast Quarter
",CADASTRAL_LEGAL_DESCRIPTION,
QUARTER_QUARTER_SECTION_CODE,NW,"Northwest Quarter
	",CADASTRAL_LEGAL_DESCRIPTION,
QUARTER_QUARTER_SECTION_CODE,SE,"Southeast Quarter
",CADASTRAL_LEGAL_DESCRIPTION,
QUARTER_QUARTER_SECTION_CODE,SW,"Southwest Quarter
",CADASTRAL_LEGAL_DESCRIPTION,
QUARTER_SECTION_CODE,NE,"Northeast Quarter
	",CADASTRAL_LEGAL_DESCRIPTION,
QUARTER_SECTION_CODE,NW,"Northwest Quarter
	",CADASTRAL_LEGAL_DESCRIPTION,
QUARTER_SECTION_CODE,SE,"Southeast Quarter
",CADASTRAL_LEGAL_DESCRIPTION,
QUARTER_SECTION_CODE,SW,"Southwest Quarter
",CADASTRAL_LEGAL_DESCRIPTION,
RAD_QUARTER_CODE,4,"The Rad result may apply to quarter 1, 2, 3, or 4.  0 is included since this is an optional field.
",SAMPLE,
REASON_CODE,,"
",SITE_VISIT,
REASON_CODE,B1,"Serving fewer than 50,000; met action level
",MILESTONE_EVENT,
REASON_CODE,B3,"Serving greater than 50,000; met action level
",MILESTONE_EVENT,
REASON_CODE,CAPD,"Capacity Development Assessment
",SITE_VISIT,
REASON_CODE,CMPA,"Compliance Assistance
",SITE_VISIT,
REASON_CODE,CNST,"Construction Inspection
",SITE_VISIT,
REASON_CODE,CPEV,"Comprehensive  Performace Evaluation (CPE)
",SITE_VISIT,
REASON_CODE,EMRG,"Emergency assistance
",SITE_VISIT,
REASON_CODE,ENGR,"Engineering determination/advice/plan/review
",SITE_VISIT,
REASON_CODE,FENF,"Formal Enforcement
",SITE_VISIT,
REASON_CODE,FUFE,"Follow-up to Formal Enforcement
",SITE_VISIT,
REASON_CODE,IENF,"Informal Enforcement
",SITE_VISIT,
REASON_CODE,INFI,"Informal system inspection
",SITE_VISIT,
REASON_CODE,INVG,"Investigation (complaint/violation/etc.)
",SITE_VISIT,
REASON_CODE,LABC,"Laboratory certification 
",SITE_VISIT,
REASON_CODE,LABI,"Laboratory inspection
",SITE_VISIT,
REASON_CODE,LOCD,"Locational Data Collection
",SITE_VISIT,
